Bayswater	Toronto	CA	General English	Standard	15	20	A1	16	0	190						1	400.00	12	375.00	24	335.00							
Bayswater	Toronto	CA	Semi-Intensive English	Intensive	18.75	25	A1	16	0	190						1	450.00	12	435.00	24	400.00							
Bayswater	Toronto	CA	Intensive English	Super Intensive	22.5	30	A1	16	0	190						1	495.00	12	480.00	24	440.00							
Bayswater	Toronto	CA	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	190						1	400.00	12	375.00	24	335.00							
Bayswater	Calgary	CA	General English	Standard	15	20	A1	16	0	190						1	400.00	12	375.00	24	335.00							
Bayswater	Calgary	CA	Semi-Intensive English	Intensive	18.75	25	A1	16	0	190						1	450.00	12	435.00	24	400.00							
Bayswater	Calgary	CA	Intensive English	Super Intensive	22.5	30	A1	16	0	190						1	495.00	12	480.00	24	440.00							
Bayswater	Calgary	CA	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	190						1	400.00	12	375.00	24	335.00							
Bayswater	Pairs	FR	General English	Standard	15	20	A1	16	0	95						1	360.00	12	315.00	24	265.00							
Bayswater	Pairs	FR	Semi-Intensive English	Intensive	18.75	25	A1	16	0	95						1	410.00	12	360.00	24	315.00							
Bayswater	Cape Town	ZA	General English	Standard	15	20	A1	16	0	75						1	285.00	12	240.00	24	215.00							
Bayswater	Cape Town	ZA	Semi-Intensive English	Intensive	18.75	25	A1	16	0	75						1	340.00	12	295.00	24	260.00							
Bayswater	Cape Town	ZA	Intensive English	Super Intensive	22.5	30	A1	16	0	75						1	380.00	12	340.00	24	295.00							
Bayswater	Cape Town	ZA	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	75						1	285.00	12	240.00	24	215.00							
Bayswater	Cape Town	ZA	IELTS Exam Preparation	IELTS Preparation	18.75	25	B1	16	0	75						1	380.00	12	340.00	24	295.00							
Bayswater	Limassol	CY	General English	Standard	15	20	A1	16	0	75						1	275.00	12	230.00	24	195.00							
Bayswater	Limassol	CY	Semi-Intensive English	Intensive	18.75	25	A1	16	0	75						1	330.00	12	265.00	24	225.00							
Bayswater	Limassol	CY	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	75						1	275.00	12	230.00	24	195.00							
Bayswater	Limassol	CY	IELTS Exam Preparation	IELTS Preparation	18.75	25	B1	16	0	75						1	330.00	12	265.00	24	225.00							
Southbourne School of English	Bournemouth	UK	General English	General English	15	15	A1	15	0	120						1	310.00	12	280.00	24	245.00	40	235.00					
Southbourne School of English	Bournemouth	UK	Intensive English	Intensive English	21	21	A1	15	0	120						1	355.00	12	325.00	24	290.00	40	280.00					
The Essential English Centre	Manchester 	UK	General English	General English	15	20	A1	16	45	50						1	285.00	12	275.00	24	265.00							
The Essential English Centre	Manchester 	UK	Intensive English	General English	22.5	30	A1	16	60	50						1	385.00	12	375.00	24	365.00							
The Essential English Centre	Manchester 	UK	IELTS Exam Preparation	General English + IELTS Preparation	22.5	30	A2	16	60	50						1	415.00	12	405.00	24	395.00							
The Essential English Centre	Manchester 	UK	Academic English	Academic Year Programme	22.5	30	B1	16	60	50						24	395.00											
Suzanne Sparrow Plymouth Language School	Plymouth	UK	General English	General English	23	23	A1	16	0	0						1	390.00	4	370.50	8	360.75	12	351.00	24	331.50			
Suzanne Sparrow Plymouth Language School	Plymouth	UK	IELTS Exam Preparation	IELTS	23	23	B1	16	0	0						1	390.00	4	370.50	8	360.75	12	351.00	24	331.50			
Studio Cambridge	Cambridge	UK	General English	EFL-20 Standered English Course	15	20	A1	16	0	185						1	345.00	5	325.00	13	300.00	20	270.00	30	245.00			
Studio Cambridge	Cambridge	UK	General English	EFL-20 Standered English Course	15	20	A1	18	0	95						1	345.00	5	325.00	13	300.00	20	270.00	30	245.00			
Studio Cambridge	Cambridge	UK	General English	EFL-28 Intensive English	21	28	A1	16	0	185						1	395.00	5	375.00	13	345.00	20	270.00	30	245.00			
Studio Cambridge	Cambridge	UK	General English	EFL-28 Intensive English	21	28	A1	18	0	95						1	395.00	5	375.00	13	345.00	20	270.00	30	245.00
